Type,Price,Location,Area,Rooms,Bathrooms,Condition,Air conditioning,Garden,Heating,Furnished,Equipped kitchen,Double glazing,Security system,Terrace,Elevator,Satellite dish,Oven,Mountains views,Internet,Flooring,Garage,Pool,Concierge,Reinforced Door,Microwave,Fridge,TV,Washing machine,Sea views
apartment,900.0,La Marsa,80,2,1,Good condition,no,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
apartment,600.0,Hammamet Nord,65,1,1,Good condition,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
house,1500.0,La Marsa,119,3,1,Good condition,yes,no,yes,no,no,yes,yes,no,yes,no,yes,no,no,no,yes,no,yes,no,no,no,no,no,no
house,2600.0,Gammarth,120,3,4,New,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,yes,yes,yes,no,no,no,no,no
apartment,4200.0,Les Berges Du Lac 2,180,4,2,Good condition,yes,no,yes,no,yes,yes,yes,no,yes,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no
apartment,1299.0,Aouina,130,3,1,Good condition,yes,no,yes,no,yes,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,yes,no
apartment,1200.0,El Menzah 8,120,2,1,Good condition,yes,yes,yes,yes,yes,no,no,no,no,yes,yes,no,yes,no,no,no,no,no,no,yes,yes,no,no
house,2400.0,Carthage Byrsa,360,2,1,Good condition,yes,yes,yes,no,yes,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no
house,6500.0,Carthage Byrsa,420,3,4,Good condition,yes,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no
apartment,2500.0,Les Berges Du Lac 2,140,3,2,Good condition,yes,no,yes,no,yes,yes,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,no,no,no,no,no
house,3000.0,Les Berges Du Lac 1,650,4,3,Good condition,yes,yes,yes,no,yes,no,yes,yes,no,no,yes,no,no,no,yes,no,no,no,yes,no,no,no,no
apartment,1600.0,Cité Les Pins,50,1,1,Good condition,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
house,1000.0,Cité El Wafa,120,2,2,Good condition,yes,no,yes,no,yes,no,no,yes,yes,yes,no,no,no,no,yes,yes,yes,no,no,no,no,no,yes
apartment,1900.0,Les Jardins de Carthage,150,3,2,New,yes,no,yes,no,yes,no,yes,yes,yes,no,yes,no,no,no,no,no,yes,no,no,no,no,no,yes
apartment,1200.0,Aouina,128,2,1,Good condition,yes,no,yes,no,no,no,no,yes,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no
apartment,1900.0,Sidi Bousaid,80,1,2,New,yes,no,yes,yes,yes,yes,yes,yes,no,yes,yes,no,yes,no,no,no,no,yes,yes,yes,yes,yes,no
apartment,1200.0,Cité de la Plage,140,3,2,Good condition,yes,no,no,no,yes,no,no,yes,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no
house,9000.0,Gammarth Supérieur,1500,4,3,Good condition,yes,yes,yes,no,yes,yes,yes,yes,no,no,yes,no,no,no,yes,yes,yes,yes,yes,yes,no,yes,yes
apartment,2500.0,Hammamet,120,2,1,Good condition,yes,no,yes,yes,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes
apartment,1100.0,Hammamet Nord,90,2,2,Good condition,yes,no,yes,yes,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
apartment,850.0,Jaafar,120,3,2,New,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no
apartment,700.0,Chotrana 1,40,1,1,Good condition,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,no,yes,no,yes,yes,no,yes,yes,yes,no
apartment,1000.0,Riadh al Andalous,115,2,1,New,yes,no,yes,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no
apartment,3500.0,Les Berges Du Lac 2,200,4,3,New,yes,no,yes,no,yes,yes,yes,yes,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no
apartment,3500.0,La Marsa,180,3,2,Good condition,yes,no,yes,yes,yes,yes,yes,yes,no,no,yes,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes
house,5000.0,Hammamet,820,4,3,New,yes,yes,yes,no,yes,no,no,yes,no,no,yes,no,no,no,yes,yes,no,no,yes,yes,yes,yes,no
apartment,2500.0,El Menzah 9,180,3,2,Good condition,yes,yes,yes,yes,yes,no,yes,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no
apartment,1400.0,Aouina,119,2,1,Good condition,yes,no,yes,no,yes,no,yes,yes,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no
house,2200.0,Skanes inMonastir Ville,400,3,2,Good condition,yes,yes,yes,no,yes,yes,no,yes,yes,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no
apartment,2700.0,Les Berges Du Lac 2,150,2,3,Good condition,yes,no,yes,yes,yes,yes,yes,no,yes,no,yes,yes,yes,no,yes,no,yes,yes,no,yes,no,no,no
apartment,850.0,Borj Louzir,160,3,2,New,yes,no,yes,no,yes,yes,yes,yes,no,yes,yes,no,no,no,no,no,no,yes,no,no,no,no,no
apartment,1950.0,Les Jardins de Carthage,90,2,1,New,yes,no,yes,no,yes,no,no,no,yes,no,yes,no,no,no,yes,yes,no,no,yes,yes,no,no,no
house,7500.0,Gammarth Supérieur,500,6,4,Good condition,yes,yes,yes,no,yes,no,no,yes,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no
house,6000.0,La Marsa,200,3,3,Good condition,yes,yes,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes
house,1700.0,Cité Du Stade,200,3,2,Good condition,no,no,yes,no,no,no,no,yes,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no
house,2800.0,Gammarth Village,320,3,4,Good condition,yes,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no
apartment,1800.0,Cité Du Stade,45,1,1,Good condition,yes,no,yes,yes,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,yes,yes,yes,yes,no
apartment,1800.0,El Menzah 1,130,3,2,Good condition,yes,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no
apartment,3500.0,Les Berges Du Lac 1,190,3,3,New,yes,no,yes,no,yes,yes,yes,yes,yes,yes,yes,no,no,no,yes,no,yes,yes,no,yes,no,yes,no
apartment,900.0,Cité El Wafa,75,1,1,Good condition,yes,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no
apartment,1300.0,Sousse Jaouhara,150,3,1,New,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
house,1000.0,Cité El Wafa,75,1,1,Good condition,yes,no,yes,no,yes,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,yes,yes,yes,no
house,2500.0,Yasmine Hammamet,200,4,1,Good condition,no,no,no,no,yes,no,no,yes,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no
apartment,1500.0,Les Jardins de Carthage,88,1,1,New,yes,no,yes,no,yes,yes,no,yes,yes,yes,yes,no,no,no,yes,no,yes,no,no,no,no,no,no
apartment,2500.0,La Marsa,140,3,2,Good condition,yes,no,yes,yes,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no
apartment,3100.0,Le Kram,130,3,2,Good condition,yes,no,yes,yes,yes,yes,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no
apartment,1100.0,Hammamet,85,1,1,New,yes,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no
apartment,1190.0,Cité Elyes,120,2,1,Good condition,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,no,yes,no,yes,no,yes,no,no,yes,yes,yes,no
house,3400.0,Chotrana 3,1100,4,3,Good condition,no,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no
apartment,1300.0,Aouina,120,2,1,New,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no
house,5500.0,Gammarth Supérieur,500,5,4,Good condition,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,no,no,yes,yes,no,yes,yes,yes,yes,yes,no
house,5000.0,Les Jardins de Carthage,400,4,3,New,yes,yes,yes,yes,yes,yes,yes,yes,no,no,yes,no,yes,no,yes,no,no,yes,yes,yes,yes,yes,no
apartment,2000.0,Ain Zaghouan Nord,100,2,1,New,yes,no,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,no,yes,no,yes,yes,yes,yes,yes,yes,no
apartment,2800.0,Les Berges Du Lac 1,160,3,2,Good condition,yes,no,yes,yes,yes,no,yes,yes,no,yes,yes,no,no,no,yes,no,yes,yes,yes,yes,yes,yes,no
house,2500.0,Mutuelle Ville,300,3,2,Good condition,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
apartment,1000.0,Aouina,75,1,1,New,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no
house,3600.0,Carthage,350,4,2,Good condition,yes,no,yes,yes,yes,no,no,yes,no,no,yes,no,no,no,yes,yes,no,no,yes,yes,yes,yes,no
apartment,1700.0,Aouina,200,4,2,New,no,no,yes,no,yes,yes,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no
apartment,4000.0,Carthage,180,4,3,New,yes,no,yes,no,yes,no,yes,yes,no,yes,yes,no,no,no,yes,no,no,yes,no,no,no,no,no
house,2500.0,Hammamet Nord,220,3,2,New,yes,yes,yes,no,yes,no,no,no,no,no,yes,no,no,no,yes,no,no,no,yes,yes,yes,no,no
apartment,1600.0,Les Jardins de Carthage,100,2,1,Good condition,yes,no,yes,no,no,yes,yes,no,yes,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no
apartment,1200.0,Yasmine Hammamet,180,3,2,Good condition,yes,yes,yes,yes,yes,no,yes,yes,no,yes,yes,no,no,no,yes,yes,yes,yes,yes,yes,yes,yes,no
apartment,6000.0,La Marsa,400,4,2,New,yes,yes,yes,no,yes,yes,no,yes,no,yes,yes,yes,no,no,yes,no,yes,yes,yes,yes,no,no,yes
house,2000.0,Hammamet Nord,160,2,2,Good condition,yes,yes,yes,yes,yes,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,yes,yes,no,yes
house,1300.0,Hammamet Sud,90,2,1,Good condition,yes,no,no,yes,yes,no,yes,yes,yes,no,yes,no,no,no,no,yes,no,yes,yes,yes,no,no,no
apartment,1800.0,Cité Ennasr 2,185,4,3,Good condition,yes,no,yes,no,yes,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no
apartment,4000.0,La Marsa,120,3,2,Good condition,yes,yes,yes,no,yes,yes,yes,yes,no,no,yes,no,no,no,yes,no,no,yes,no,yes,no,no,no
house,500.0,Sidi Bechir inTunis,45,2,1,Good condition,no,no,no,yes,yes,no,no,no,no,yes,yes,no,no,no,no,no,no,yes,no,yes,yes,yes,no
apartment,2300.0,Les Berges Du Lac 2,140,2,1,Good condition,yes,no,yes,yes,yes,yes,yes,no,no,yes,yes,no,yes,no,yes,no,yes,yes,yes,yes,yes,yes,no
apartment,2200.0,Les Berges Du Lac 2,200,3,2,Good condition,yes,no,yes,no,yes,yes,no,yes,yes,yes,yes,no,no,no,yes,no,yes,yes,no,no,no,no,no
house,5500.0,La Marsa,500,5,4,Good condition,yes,yes,yes,no,yes,yes,yes,yes,no,no,yes,no,no,no,yes,no,yes,yes,yes,no,no,no,no
apartment,1500.0,Hammamet,90,2,1,New,yes,no,yes,no,yes,no,no,yes,no,no,yes,no,no,no,no,no,no,no,yes,yes,yes,yes,no
apartment,2700.0,La Marsa,120,2,2,New,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,yes,yes,yes,yes,yes,no
apartment,2400.0,La Marsa,150,3,1,Good condition,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,no,yes,no,yes,no,no,yes,yes,yes,yes,yes,no
apartment,850.0,Hammamet,80,1,1,New,yes,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
apartment,190.0,Khezama Ouest,130,2,1,New,yes,no,yes,yes,yes,yes,yes,yes,no,no,yes,no,yes,no,no,no,no,yes,yes,yes,yes,yes,no
apartment,1700.0,Hergla,180,3,2,New,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,no,no,no,yes,no,yes,yes,yes,yes,yes,no
apartment,1200.0,Chott Meriem,70,2,1,Good condition,yes,no,yes,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,yes,yes,yes,yes,no
apartment,1200.0,Cité Jaouhara,90,2,1,New,yes,no,yes,yes,yes,no,yes,no,yes,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no
house,2000.0,Chott Meriem,120,2,2,New,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no
house,1900.0,Chott Meriem,520,4,2,Good condition,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no
house,6500.0,Cité Ennarjes 1,1000,5,2,New,yes,yes,yes,no,yes,no,yes,yes,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no
apartment,1600.0,Cité de la Plage,180,3,1,Good condition,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no
house,6000.0,La Soukra,475,5,1,Good condition,yes,yes,yes,no,yes,no,no,yes,no,no,yes,no,no,no,yes,yes,no,no,yes,yes,no,no,no
house,4000.0,Les Berges Du Lac 1,200,4,2,Good condition,yes,yes,yes,no,yes,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no
apartment,1700.0,Les Jardins de Carthage,73,1,1,Good condition,yes,no,yes,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,yes,no,yes,no
apartment,1400.0,Bhar Lazreg,100,3,2,New,yes,no,yes,no,yes,yes,yes,yes,yes,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no
house,7000.0,La Marsa,350,4,2,Good condition,yes,yes,yes,no,yes,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
apartment,2600.0,Les Jardins de Carthage,62,1,1,Good condition,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no
house,1500.0,Hammamet Sud,120,2,1,New,yes,no,yes,yes,yes,no,no,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no
house,1900.0,Hammamet,150,3,2,Good condition,yes,no,yes,yes,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
apartment,1500.0,Hammamet,100,2,1,New,yes,no,yes,yes,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
apartment,1700.0,Hammamet,90,1,1,New,yes,no,yes,yes,yes,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no
apartment,2800.0,Les Jardins de Carthage,140,2,2,New,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,no,yes,yes,yes,yes,yes,yes,no
apartment,2500.0,Ain Zaghouan Nord,135,2,2,New,yes,no,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,no,yes,no,yes,yes,yes,yes,yes,yes,no
apartment,5000.0,La Soukra,200,3,3,New,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,no,yes,yes,yes,yes,yes,yes,yes,no
house,2500.0,Les Jardins de Carthage,150,3,3,Good condition,yes,no,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,no,yes,no,yes,yes,yes,yes,yes,yes,no
house,7000.0,Gammarth,1400,3,3,Good condition,yes,yes,yes,no,yes,yes,yes,yes,no,no,yes,no,no,no,yes,yes,no,no,yes,no,no,yes,no
apartment,1300.0,Montplaisir inTunis,100,2,1,Good condition,no,no,no,no,yes,no,no,yes,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no
apartment,1350.0,Hammamet,120,2,1,New,yes,no,yes,yes,yes,no,yes,yes,no,no,yes,no,no,no,no,no,no,no,no,yes,no,no,no
house,600.0,Tantana,400,4,2,Good condition,yes,yes,yes,no,yes,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no
apartment,1000.0,Khezama Ouest,180,3,2,Good condition,no,no,yes,no,no,no,yes,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no
apartment,1200.0,El Kantaoui,120,1,1,New,yes,no,yes,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no
apartment,2800.0,Les Jardins de Carthage,160,3,3,Good condition,yes,no,yes,yes,yes,yes,yes,yes,yes,no,yes,no,no,no,yes,no,yes,no,yes,yes,yes,yes,no
house,1600.0,Les Jardins de Carthage,100,2,1,Good condition,yes,no,yes,no,yes,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,yes,yes,yes,no
house,4000.0,Les Jardins de Carthage,250,4,3,Good condition,yes,yes,yes,no,yes,no,yes,yes,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no
house,1900.0,Les Jardins de Carthage,67,1,1,Good condition,yes,no,yes,no,yes,no,yes,yes,yes,no,yes,no,no,no,yes,no,yes,no,no,yes,yes,yes,no
apartment,1400.0,Les Jardins de Carthage,100,1,1,Good condition,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no
apartment,600.0,Raoued,61,1,1,New,yes,no,yes,no,yes,yes,no,yes,yes,no,yes,no,no,no,yes,no,yes,no,no,no,no,no,no
apartment,2000.0,Bhar Lazreg,150,3,3,New,yes,yes,yes,no,yes,yes,yes,yes,yes,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no
apartment,2800.0,Cité des Juges,180,2,2,New,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
apartment,4000.0,Les Berges Du Lac 2,100,2,2,Good condition,yes,no,yes,no,yes,no,yes,yes,no,yes,yes,no,yes,no,yes,no,yes,no,yes,yes,yes,yes,no
apartment,2500.0,Gammarth,150,2,1,Good condition,yes,yes,yes,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,yes,no,yes,no
apartment,1050.0,Aouina,100,2,1,Good condition,no,no,yes,no,yes,yes,yes,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no
apartment,1500.0,Ariana,380,5,3,Good condition,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
apartment,1300.0,Aouina,85,2,1,Good condition,yes,no,yes,no,yes,no,yes,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no
apartment,4000.0,Les Berges Du Lac 2,101,2,1,Good condition,no,no,no,no,yes,no,yes,no,yes,no,yes,no,no,no,yes,no,no,no,no,yes,no,yes,no
apartment,750.0,Hammam Sousse,700,2,1,New,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
house,5000.0,Cité Ennarjes 1,1000,5,2,Good condition,yes,yes,yes,no,yes,no,yes,yes,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no
apartment,1200.0,El Kantaoui,60,1,1,New,yes,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
apartment,2100.0,Chott Meriem,130,3,1,New,yes,no,yes,yes,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes
house,3500.0,Mutuelle Ville,350,5,3,New,yes,yes,yes,no,yes,yes,no,yes,no,yes,yes,no,no,no,yes,no,no,yes,no,no,no,no,no
house,7800.0,Gammarth,950,7,5,Good condition,yes,yes,yes,no,yes,no,yes,yes,no,no,yes,no,no,no,yes,yes,no,no,no,no,no,no,no
apartment,4000.0,Gammarth,180,2,3,New,yes,no,yes,no,yes,no,yes,yes,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no
house,4500.0,La Marsa,300,4,3,Good condition,yes,yes,yes,no,yes,no,yes,yes,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no
apartment,3800.0,Le Kram,290,3,2,Good condition,yes,no,yes,yes,yes,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no
house,4000.0,Les Berges Du Lac 2,130,2,2,New,yes,no,yes,yes,yes,no,yes,yes,yes,no,yes,no,no,no,yes,no,yes,no,yes,yes,yes,yes,yes
house,1350.0,El Menzah 7,130,2,2,Good condition,yes,yes,yes,no,no,yes,no,no,yes,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no
apartment,2200.0,Les Jardins de Carthage,170,2,2,New,yes,no,yes,no,yes,yes,yes,yes,yes,yes,yes,no,no,no,yes,no,yes,yes,yes,no,no,yes,no
apartment,1350.0,Aouina,70,1,1,New,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,no,no,yes,yes,yes,yes,yes,yes,no
house,2700.0,Les Berges Du Lac 2,130,3,2,Good condition,yes,no,yes,no,yes,no,no,no,yes,no,yes,no,no,no,yes,no,yes,yes,no,no,no,no,no
apartment,1500.0,Ain Zaghouan Nord,130,2,1,Good condition,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no
apartment,900.0,Hammamet Sud,80,1,1,Good condition,yes,no,yes,yes,yes,no,no,yes,no,no,yes,no,no,no,no,yes,yes,no,yes,yes,yes,no,no
house,2000.0,Hammamet,200,3,2,Good condition,yes,yes,yes,yes,yes,yes,no,yes,no,no,yes,no,no,no,no,yes,no,no,yes,yes,yes,yes,no
house,3000.0,Hammamet,500,3,2,New,yes,yes,yes,yes,yes,no,yes,yes,no,no,yes,yes,no,no,yes,yes,no,yes,yes,yes,yes,yes,no
apartment,1650.0,Hammamet,120,2,2,New,yes,yes,no,yes,yes,no,yes,no,yes,yes,yes,no,no,no,no,no,yes,no,yes,yes,yes,yes,yes
house,1800.0,Hammamet,300,3,2,New,yes,yes,yes,no,yes,no,yes,yes,no,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no
house,4500.0,Les Berges Du Lac 2,180,4,2,New,yes,no,yes,no,yes,no,yes,yes,yes,yes,yes,no,no,no,yes,no,yes,yes,no,no,no,no,no
apartment,2000.0,Riadh al Andalous,180,2,2,Good condition,no,no,yes,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,yes,no
apartment,3000.0,Les Berges Du Lac 2,150,3,2,New,yes,no,yes,no,yes,no,yes,yes,yes,no,yes,no,no,no,yes,no,yes,yes,yes,no,no,no,no
apartment,1000.0,La Soukra,60,1,1,Good condition,yes,yes,yes,no,yes,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no
apartment,1400.0,Aouina,135,3,1,New,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no
apartment,2500.0,Les Berges Du Lac 1,200,2,2,Good condition,no,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no
apartment,1200.0,Chotrana 1,109,2,1,Good condition,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no
apartment,3000.0,Les Berges Du Lac 1,180,3,3,Good condition,no,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no
house,8000.0,Carthage,350,3,3,Good condition,yes,no,yes,yes,yes,no,no,yes,no,no,yes,no,no,no,no,yes,no,no,yes,yes,yes,yes,yes
apartment,2000.0,La Marsa,150,2,1,Good condition,no,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no
apartment,1600.0,Les Jardins d'El Menzah 2,120,2,1,New,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,no,no,yes,no,yes,yes,yes,yes,yes,yes,no
apartment,1100.0,Aouina,160,1,1,Good condition,yes,no,yes,no,yes,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no
apartment,1200.0,El Menzah 1,100,1,1,Good condition,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
apartment,850.0,Riadh al Andalous,60,1,1,Good condition,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no
house,6000.0,La Soukra,650,5,5,Good condition,yes,yes,yes,no,yes,yes,yes,yes,no,yes,no,no,no,no,yes,yes,no,yes,no,no,no,no,no
apartment,3500.0,La Marsa,130,2,1,Good condition,yes,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes
apartment,1750.0,Les Jardins de Carthage,70,1,1,Good condition,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
house,4000.0,Chotrana 1,500,6,6,New,no,yes,yes,no,yes,yes,yes,yes,no,no,yes,no,no,no,yes,yes,no,yes,no,no,no,no,no
house,1400.0,Cité Ennasr 1,140,3,2,Good condition,yes,yes,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
apartment,2500.0,Gammarth,130,2,1,Good condition,yes,no,yes,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no
house,1800.0,Cité el Ghazela,150,3,2,Good condition,yes,no,yes,yes,yes,yes,no,no,no,no,yes,no,no,no,no,no,no,no,yes,yes,yes,yes,no
house,1500.0,Neapolis,150,3,2,Good condition,no,yes,yes,no,yes,no,no,yes,no,yes,no,no,no,no,yes,no,no,yes,no,no,no,no,no
apartment,2500.0,La Marsa,140,3,2,Good condition,yes,no,yes,yes,yes,yes,yes,yes,no,yes,no,yes,yes,no,yes,no,no,yes,no,no,no,no,yes
apartment,1700.0,Hammamet,100,2,1,New,yes,no,yes,no,no,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes
apartment,3500.0,La Marsa,110,2,1,New,yes,no,yes,no,yes,yes,yes,yes,yes,no,yes,no,no,no,yes,no,no,yes,yes,yes,no,yes,no
apartment,1800.0,Cité de la Plage 1,140,3,3,Good condition,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,no,yes,no,yes,yes,yes,yes,no,yes,yes,yes,yes
house,7500.0,Amilcar,300,5,4,Good condition,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,no,yes,no,yes,yes,no,yes,yes,yes,no,no,no
house,5000.0,La Marsa,500,5,2,Good condition,yes,yes,yes,no,yes,no,no,yes,no,no,yes,no,no,no,yes,no,no,no,no,no,no,yes,no
apartment,4500.0,La Marsa,160,3,2,Good condition,yes,no,yes,yes,yes,yes,yes,yes,no,no,yes,no,yes,no,no,no,yes,yes,yes,yes,yes,yes,no
apartment,2200.0,Les Jardins de Carthage,140,3,2,New,yes,no,yes,no,yes,no,yes,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no
apartment,1100.0,Chotrana 1,85,1,1,Good condition,yes,no,yes,no,yes,yes,yes,yes,yes,no,yes,no,no,no,yes,no,yes,yes,no,no,no,no,no
house,5000.0,La Marsa,500,5,4,Good condition,yes,yes,yes,no,yes,no,no,yes,no,no,yes,no,no,no,yes,no,no,no,yes,no,no,no,no
